kpi,P10,P25,P50,P75,P90,Mean,Std
return_on_equity_pct,8.403544102254816,11.629142591485687,15.832712405189048,25.850351412279537,47.65535889038165,121.50974754342668,630.3892329868809
debt_to_equity,0.009875455436518254,0.06477567162143734,0.43491620111731844,1.6414413053331318,6.565350207917035,1.77286851997379,3.0633520100121183
revenue_cagr_5yr,5.773097070892765,8.440832121892061,11.825154521824267,17.364083084246516,21.941528700318454,13.390495395696068,8.54568696708405
fcf_cagr_5yr,-13467.9,-550.5,1160.0,8839.0,20598.300000000014,1457.84,22410.166497797152
operating_profit_margin_pct,9.736627737642108,16.008217692276524,24.670391061452516,37.26468611233062,83.74249449779995,33.22929226138531,26.935225606785057
